customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
391EF682-GH,Male,0,No,Yes,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),113.24,6681.16,No
3B1613AE-AB,Female,0,Yes,No,27,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,76.92,2076.84,Yes
C057B41B-EF,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,65.07,715.77,No
3707AC17-GH,Female,0,Yes,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,89.35,3842.05,Yes
66823690-AB,Female,1,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),32.43,745.89,No
D15B1876-AB,Female,1,Yes,Yes,41,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,40.17,1646.97,Yes
E7B7B326-AB,Male,1,No,Yes,38,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),71.17,2704.46,No
284C5522-GH,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),110.15,1762.4,Yes
C2062C44-EF,Male,1,No,No,60,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.37,7102.2,Yes
802F90CC-GH,Male,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),97.01,5044.52,Yes
86432796-EF,Male,1,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),28.82,1066.34,No
14831691-EF,Female,1,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,103.01,5974.58,No
1804953E-AB,Female,1,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),101.15,2933.35,Yes
AE5780BF-CD,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.61,2419.92,No
24310919-CD,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.34,3171.78,No
A389273D-GH,Female,0,No,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,60.54,3027.0,Yes
EEDD71DA-GH,Male,1,No,Yes,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,45.14,2347.28,No
265BEB2C-GH,Female,1,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.34,3797.76,Yes
CF1D0D0C-GH,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,54.72,1203.84,Yes
D5437FAB-CD,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,40.81,122.43,No
AB09FAE8-EF,Female,1,No,No,8,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,51.04,408.32,No
7679CB74-GH,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),74.32,1783.68,No
5A10E4E7-CD,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.96,2922.28,No
876C87F2-AB,Male,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),98.02,2548.52,Yes
BB61D9E5-CD,Male,0,No,No,55,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.47,1235.85,No
B7EC480E-GH,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,119.3,2386.0,Yes
588877A9-AB,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,110.73,442.92,Yes
372D151B-EF,Male,0,Yes,No,55,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.97,2913.35,Yes
D0A94E58-AB,Male,1,No,No,29,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,89.22,2587.38,Yes
63BCF752-AB,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.01,1739.37,Yes
EB8C0675-EF,Male,0,No,No,24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,36.34,872.16,No
4569C1DA-AB,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.21,4191.55,No
61E6C10D-AB,Male,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),73.26,2930.4,Yes
4BF345C5-GH,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.08,264.88,Yes
A8301574-EF,Female,1,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,76.61,4366.77,No
83B9F7CE-AB,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,52.19,3757.68,No
BC17E8B9-CD,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.55,1045.2,Yes
72532DDB-GH,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.63,1961.06,Yes
52D23F83-EF,Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),34.83,835.92,Yes
23C0DFA4-EF,Male,1,Yes,Yes,40,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.76,2190.4,Yes
9F5B5179-GH,Female,1,No,Yes,36,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),59.73,2150.28,No
E265ED2C-CD,Male,1,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,105.9,2965.2,No
E152D0C1-AB,Female,1,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,71.92,2085.68,No
9CE38AF6-CD,Female,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),73.02,4600.26,No
DB8EE840-EF,Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.6,465.6,Yes
9309CFF5-AB,Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,43.8,1138.8,Yes
04570F7C-EF,Male,1,No,No,5,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),60.46,302.3,No
2D509C6B-CD,Female,1,No,Yes,6,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,28.03,168.18,No
A484DF19-CD,Female,1,No,No,55,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,48.56,2670.8,Yes
EB326ADA-EF,Female,1,Yes,No,63,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.38,6197.94,Yes
068E1C81-CD,Female,1,No,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.76,4319.64,No
EC80E290-CD,Male,1,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,32.02,1216.76,No
5EDF5CA2-AB,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.91,0.0,No
E3F36436-CD,Male,1,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.94,1737.98,No
E734E816-CD,Male,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.28,1652.88,No
A643ACE0-GH,Female,0,Yes,No,49,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),102.03,4999.47,Yes
FF622E48-CD,Male,1,Yes,Yes,3,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.23,276.69,No
68E56F0A-AB,Female,0,No,No,32,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),72.51,2320.32,No
9CCE3AFC-AB,Female,1,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.35,6187.45,Yes
549906F6-CD,Female,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,53.49,1069.8,Yes
6672496D-EF,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,27.53,963.55,No
1D16556F-EF,Female,1,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,107.5,6127.5,Yes
FC20F601-CD,Male,1,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,44.24,176.96,No
B33413F5-EF,Male,1,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,79.53,2942.61,No
493E5C2F-EF,Male,1,No,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),20.29,973.92,Yes
22D0FE74-CD,Male,1,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),66.91,1538.93,No
69933B37-EF,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,55.55,722.15,Yes
E76BAD3A-GH,Female,0,Yes,Yes,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,96.6,5409.6,No
76E63F6E-CD,Female,1,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),84.12,841.2,No
DCCFEFFB-GH,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),112.98,4745.16,No
4C8EAD0A-CD,Female,1,No,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,21.82,152.74,Yes
078E8257-GH,Male,1,No,No,3,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,81.11,243.33,No
89377D8B-CD,Female,0,No,No,68,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,91.81,6243.08,No
38CE4EB8-EF,Female,1,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,76.58,4901.12,No
F2732454-AB,Male,1,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.8,1440.0,Yes
1595D093-GH,Male,0,No,Yes,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),22.0,1584.0,Yes
E2520F60-GH,Male,0,No,Yes,22,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,100.89,2219.58,Yes
A82CBCDD-CD,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,78.18,1407.24,Yes
C510CDD6-CD,Female,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,55.24,2872.48,Yes
1ECB5B57-EF,Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,60.31,1990.23,Yes
B7923362-GH,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.11,5710.82,Yes
ACFE460B-GH,Female,1,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,94.28,4714.0,No
1B7BEE66-AB,Female,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),33.42,768.66,Yes
DEE4A4C8-GH,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),35.59,462.67,No
0897F666-AB,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),98.38,3148.16,Yes
ADDDFDF1-AB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),46.11,2720.49,No
25AA4586-AB,Male,1,Yes,Yes,23,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.93,2298.39,Yes
9C0EBE6C-AB,Male,1,No,No,26,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.94,2676.44,Yes
F8270937-AB,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.43,6366.96,Yes
27AD5B9B-EF,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,53.27,1917.72,No
057FE0F6-EF,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.26,408.9,No
4E5AA738-CD,Female,0,No,Yes,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),104.89,6817.85,Yes
1D5697A8-AB,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.56,2657.16,No
9D8D4D58-EF,Female,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.39,1619.5,No
C6E6D8FE-GH,Female,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.38,624.36,Yes
C02B9D59-AB,Female,1,Yes,No,40,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),48.18,1927.2,No
D52FF3B6-EF,Female,1,No,Yes,39,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,56.81,2215.59,Yes
F297FD4B-CD,Female,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),107.53,4516.26,Yes
02EC3718-EF,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,114.97,2989.22,No
F39A77E8-EF,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.03,1166.33,Yes
C12E7DF5-GH,Male,1,No,Yes,40,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.99,3639.6,No
59BDFA1F-AB,Male,1,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.43,1383.21,No
2DCB1AB2-AB,Female,1,No,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,27.14,325.68,Yes
40BD2030-AB,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.89,1182.06,Yes
8C03B346-GH,Female,0,Yes,No,19,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),90.49,1719.31,No
CCD74A35-CD,Male,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,61.24,1286.04,No
C5A345A9-EF,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,30.49,1920.87,No
CF2A0EC6-AB,Female,1,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.7,0.0,Yes
DD48D1F6-AB,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,38.73,852.06,No
42904DE6-GH,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,51.4,3238.2,Yes
43065F29-GH,Female,0,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,95.86,6422.62,No
0303197C-EF,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.49,2312.25,No
7C52B6C9-GH,Female,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),94.7,3409.2,No
99B21C82-CD,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),111.51,2118.69,Yes
48CEF888-GH,Male,1,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,115.79,6136.87,No
E6B9ADC3-AB,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.11,3490.62,Yes
B2770BBB-CD,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,65.46,2618.4,Yes
F23FD9EF-AB,Female,1,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,113.3,1359.6,Yes
9AD266EF-CD,Female,1,No,No,54,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),19.05,1028.7,No
E42160DA-AB,Female,1,No,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.84,2346.0,No
D3C00C83-EF,Male,1,Yes,No,14,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,101.95,1427.3,Yes
F24E4C38-GH,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.06,2863.62,No
983D6A75-EF,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.22,400.54,Yes
19FBF9FD-GH,Male,1,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.37,3868.5,Yes
627AE6B4-GH,Male,1,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),24.37,1413.46,No
FC21D40E-EF,Male,0,No,No,22,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.55,892.1,No
5D554035-AB,Female,1,No,No,50,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.21,3910.5,No
62FD0841-AB,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,50.13,551.43,Yes
4D9ED5F9-CD,Female,1,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.72,8074.12,No
EA8A9CEC-CD,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),79.96,5117.44,Yes
1EE0472A-AB,Female,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.61,1749.96,No
EB7480B0-CD,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),76.96,4309.76,Yes
3DD1C630-CD,Male,0,Yes,No,32,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,49.39,1580.48,Yes
B4FF3CF7-GH,Male,0,No,Yes,53,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,53.18,2818.54,No
D2092AD7-GH,Female,1,No,Yes,66,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),59.81,3947.46,Yes
ECC88EA5-CD,Female,1,Yes,Yes,68,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.08,3745.44,Yes
C6655D9A-CD,Female,1,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,112.13,2018.34,Yes
BBF3FB76-EF,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),42.46,3057.12,No
0A1D7762-CD,Male,0,No,Yes,58,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.41,4431.78,No
E327D648-GH,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),31.56,1546.44,No
1A9F820B-EF,Male,0,Yes,No,19,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,54.68,1038.92,No
8DC8B915-AB,Male,1,No,Yes,42,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.82,4486.44,No
C340AC8B-GH,Female,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),108.97,5339.53,No
518E93C5-CD,Female,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.0,304.0,No
C5318388-EF,Female,1,No,No,70,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.43,6820.1,No
1064B511-GH,Female,1,No,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),110.99,3995.64,Yes
00035968-AB,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,61.5,3751.5,Yes
DA2F7FF8-EF,Female,1,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,70.04,2031.16,No
3DE8D5F5-EF,Female,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,26.65,373.1,No
C49B5D4D-CD,Female,1,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.67,5032.17,Yes
35F8C885-AB,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),81.19,2922.84,No
9F57B2F6-CD,Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.32,2216.0,No
055EF543-EF,Female,1,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.73,4487.85,Yes
8B628147-CD,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.58,6191.9,No
AA999D34-EF,Male,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.94,530.32,No
7CABB6F9-CD,Male,1,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.93,1688.18,No
A4FA283C-AB,Male,1,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.18,861.96,No
407371AD-GH,Female,1,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.71,910.17,Yes
E0FAE603-AB,Female,1,No,No,55,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,109.76,6036.8,Yes
889C68AE-EF,Female,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.44,0.0,No
3F4609A0-AB,Female,1,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,67.4,2359.0,Yes
A9ACDF55-EF,Female,1,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),83.23,1747.83,No
7312C974-CD,Male,1,No,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,84.81,6106.32,Yes
E9C41FB9-CD,Female,1,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),100.17,6110.37,Yes
C1F0A974-CD,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.52,3114.72,No
FE89AEE1-CD,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.52,960.84,Yes
